date,open,high,low,close,volume,daily_return,cumulative_return
2023-10-04 05:30:00,918.3,925.95,918.3,924.25,5603669,-0.0011347671025613,0.9988652328974387
2023-10-05 05:30:00,925.05,929.6,919.4,928.85,7063132,0.0049770083851772,1.0038365935372313
2023-10-06 05:30:00,929.2,929.2,924.3,926.05,2420855,-0.0030144802713032,1.000810547930401
2023-10-09 05:30:00,918.0,928.05,916.55,924.55,2248103,-0.0016197829490848,0.9991894520695991
2023-10-10 05:30:00,924.55,954.05,921.05,948.35,7897875,0.02574225298794,1.0249108397276558
2023-10-11 05:30:00,948.5,956.8,948.0,955.6,5645289,0.0076448568566458,1.0327461363881985
2023-10-12 05:30:00,955.6,956.8,947.0,950.35,5544735,-0.0054939305148598,1.0270723008753917
2023-10-13 05:30:00,946.3,955.95,946.3,954.2,4421671,0.0040511390540327,1.0312331135847832
2023-10-16 05:30:00,957.95,958.75,943.85,946.55,1881721,-0.0080171871725006,1.0229655246946934
2023-10-17 05:30:00,946.55,960.25,946.0,953.65,3863410,0.0075009244096984,1.0306387117691558
2023-10-18 05:30:00,953.0,958.9,950.65,952.85,2334392,-0.0008388821894824,1.0297741273100616
2023-10-19 05:30:00,945.8,951.3,941.35,942.95,4306963,-0.0103898829826309,1.019074894628769
2023-10-20 05:30:00,937.8,947.5,937.0,945.2,3125104,0.0023861286388462,1.021506538419972
2023-10-23 05:30:00,941.6,949.1,937.0,939.3,2180066,-0.0062420651713923,1.0151302280341512
2023-10-25 05:30:00,924.6,939.65,919.0,922.6,6365249,-0.0177791972745661,0.9970820274505567
2023-10-26 05:30:00,921.65,924.6,900.05,905.5,6595332,-0.0185345761977021,0.9786015346374152
2023-10-27 05:30:00,910.75,918.4,906.45,914.6,3508393,0.0100496963003866,0.9884361828596135
2023-10-30 05:30:00,914.8,931.95,910.35,926.25,3686773,0.0127378088781981,1.001026694045175
2023-10-31 05:30:00,920.3,923.55,912.4,914.4,5697563,-0.0127935222672065,0.9882200367448399
2023-11-01 05:30:00,903.0,914.55,895.45,913.45,4821458,-0.0010389326334206,0.9871933426996656
2023-11-02 05:30:00,920.0,925.95,916.4,923.85,6611573,0.0113854069735617,0.9984329406678921
2023-11-03 05:30:00,925.0,933.7,922.2,930.75,3895154,0.0074687449261243,1.0058899816275808
2023-11-06 05:30:00,934.2,940.7,930.0,939.2,2760800,0.00907869997314,1.015022154976765
2023-11-07 05:30:00,936.05,938.95,932.45,937.15,3616946,-0.0021827086882454,1.0128066573003356
2023-11-08 05:30:00,941.8,941.8,934.4,936.75,1808553,-0.0004268260150456,1.0123743650707884
2023-11-09 05:30:00,936.75,937.3,930.55,932.35,3914416,-0.0046970910061382,1.0076191505457694
2023-11-10 05:30:00,929.0,937.0,929.0,935.5,1345614,0.0033785595538156,1.0110234518534533
2023-11-12 05:30:00,940.0,940.0,933.0,938.0,174810,0.0026723677177979,1.0137252782881232
2023-11-13 05:30:00,938.0,940.3,933.8,935.0,1656368,-0.0031982942430703,1.0104830865665195
2023-11-15 05:30:00,948.0,952.7,936.2,950.0,4816316,0.0160427807486631,1.0266940451745385
2023-11-16 05:30:00,949.0,953.9,943.25,949.55,5310736,-0.0004736842105264,1.026207716416298
2023-11-17 05:30:00,948.8,954.0,946.0,947.3,3249469,-0.0023695434679584,1.0237760726250953
2023-11-20 05:30:00,949.0,964.3,941.95,961.4,4646962,0.0148844083183785,1.0390143737166333
2023-11-21 05:30:00,967.0,976.35,961.0,970.85,5704644,0.0098294154358227,1.0492272776396852
2023-11-22 05:30:00,974.3,976.3,965.95,969.75,3309732,-0.0011330277591801,1.0480384740084303
2023-11-23 05:30:00,970.0,981.0,963.7,976.65,2749555,0.0071152358855375,1.055495514968119
2023-11-24 05:30:00,975.0,977.15,971.0,973.15,2322104,-0.0035836789023703,1.0517129579595814
2023-11-28 05:30:00,974.05,988.0,971.2,984.9,5096984,0.0120741920567231,1.0644115422025298
2023-11-29 05:30:00,995.9,1007.1,990.95,995.4,5647918,0.0106609808102344,1.075759213228143
2023-11-30 05:30:00,995.0,1018.2,992.7,1014.7,9934052,0.0193891902752663,1.0966173133037942
2023-12-01 05:30:00,1015.0,1022.55,1008.2,1014.7,5544950,0.0,1.0966173133037942
2023-12-04 05:30:00,1036.0,1044.0,1025.2,1032.9,5164902,0.0179363358628166,1.1162866097481907
2023-12-05 05:30:00,1038.8,1045.95,1022.1,1031.1,4266159,-0.0017426662794076,1.1143412947152285
2023-12-06 05:30:00,1029.1,1035.0,1013.45,1024.45,4121251,-0.0064494229463678,1.107154436399007
2023-12-07 05:30:00,1015.0,1019.7,998.0,1000.0,13805235,-0.0238664649324027,1.0807305738679358
2023-12-08 05:30:00,998.7,1004.0,991.3,1000.25,6630766,0.00025,1.0810007565114028
2023-12-11 05:30:00,996.1,1004.6,992.05,1000.85,6195119,0.0005998500374906,1.0816491948557236
2023-12-12 05:30:00,999.25,1000.85,987.0,995.25,7119331,-0.0055952440425638,1.075597103642063
2023-12-13 05:30:00,993.2,1002.0,991.5,999.9,4153219,0.0046721929163526,1.080622500810549
2023-12-14 05:30:00,1006.0,1011.2,999.15,1005.2,6541673,0.0053005300530053,1.0863503728520492
2023-12-15 05:30:00,999.65,1010.85,988.25,992.55,10119597,-0.0125845602865102,1.0726791310926196
2023-12-18 05:30:00,995.0,998.8,982.15,990.25,5750263,-0.0023172636139237,1.0701934507727233
2023-12-19 05:30:00,995.45,997.95,985.9,988.45,3912964,-0.0018177227972733,1.068248135739761
2023-12-20 05:30:00,992.9,993.65,969.0,971.55,3990591,-0.0170974758460216,1.0499837890413928
2023-12-21 05:30:00,968.0,981.55,960.0,977.9,4294277,0.0065359477124182,1.0568464281854542
2023-12-22 05:30:00,981.9,998.95,975.55,989.55,4605120,0.0119132835668267,1.0694369393710155
2023-12-26 05:30:00,995.0,1002.5,989.65,999.85,2460643,0.0104087716638876,1.0805684642818552
2023-12-27 05:30:00,1000.0,1024.05,998.0,1021.2,4791379,0.021353202980447,1.1036420620339356
2023-12-28 05:30:00,1023.9,1041.95,1022.2,1036.7,5288328,0.0151782216999607,1.1203933859288884
2023-12-29 05:30:00,1033.15,1043.25,1024.4,1032.2,4631749,-0.0043406964406289,1.1155300983464826
2024-01-01 05:30:00,1031.95,1031.95,1007.0,1013.05,3804406,-0.0185526060840923,1.0948341078569117
2024-01-02 05:30:00,1017.4,1025.45,1016.0,1021.7,6865791,0.0085385716400967,1.1041824273208694
2024-01-03 05:30:00,1031.95,1037.0,1021.35,1035.2,3604276,0.0132132719976509,1.1187722900680865
2024-01-04 05:30:00,1035.25,1058.8,1027.55,1047.9,4664043,0.0122681607418857,1.1324975683562095
2024-01-05 05:30:00,1053.8,1063.65,1038.95,1046.6,4008221,-0.0012405763908771,1.131092618610181
2024-01-08 05:30:00,1050.0,1059.0,1045.25,1049.05,4489695,0.0023409134339766,1.1337404085161575
2024-01-09 05:30:00,1057.0,1067.9,1048.05,1064.5,3371125,0.014727610695391,1.1504376958824172
2024-01-10 05:30:00,1066.95,1073.3,1055.3,1062.7,3111573,-0.0016909347111319,1.148492380849455
2024-01-11 05:30:00,1065.75,1073.9,1057.35,1062.85,2604325,0.0001411499011949,1.148654490435535
2024-01-12 05:30:00,1058.1,1078.55,1051.6,1076.35,3394013,0.0127016982641012,1.163244353182752
2024-01-15 05:30:00,1078.05,1104.7,1074.55,1102.4,3312897,0.0242021647233707,1.191397384632012
2024-01-16 05:30:00,1107.0,1117.0,1093.0,1095.9,5025540,-0.0058962264150943,1.1843726359018705
2024-01-17 05:30:00,1092.0,1108.95,1078.8,1085.25,4568700,-0.0097180399671503,1.172862855290177
2024-01-18 05:30:00,1075.2,1096.0,1075.2,1087.05,4407330,0.0016586040082928,1.174808170323139
2024-01-19 05:30:00,1091.0,1136.35,1089.8,1125.0,11753391,0.0349109976542016,1.215821895601427
2024-01-20 05:30:00,1128.05,1139.25,1118.75,1123.75,1919442,-0.001111111111111,1.2144709823840922
2024-01-23 05:30:00,1145.0,1172.55,1135.0,1158.0,18194595,0.0304783092324805,1.251486004539069
2024-01-24 05:30:00,1140.1,1194.0,1140.1,1189.95,9546592,0.0275906735751296,1.2860153463741497
2024-01-25 05:30:00,1186.0,1200.65,1157.05,1160.55,11424697,-0.0247069204588429,1.2542418675024323
2024-01-29 05:30:00,1158.0,1169.75,1158.0,1162.15,4015858,0.001378656671406,1.2559710364206214
2024-01-30 05:30:00,1162.15,1180.85,1154.55,1158.65,3902023,-0.0030116594243427,1.2521884794120837
2024-01-31 05:30:00,1159.0,1175.05,1146.2,1170.7,5981966,0.010400034522936,1.2652112828271922
2024-02-01 05:30:00,1165.05,1170.2,1148.95,1151.2,3606209,-0.0166567011189886,1.2441370366367674
2024-02-02 05:30:00,1155.0,1175.2,1145.3,1150.8,4969983,-0.0003474635163308,1.2437047444072202
2024-02-05 05:30:00,1154.35,1159.65,1110.0,1113.55,7809331,-0.0323687869308306,1.2034475305306398
2024-02-06 05:30:00,1125.0,1156.1,1123.0,1134.05,9863065,0.0184095909478694,1.2256025072949326
2024-02-07 05:30:00,1138.8,1148.25,1131.8,1134.3,2770694,0.0002204488338257,1.2258726899383996
2024-02-08 05:30:00,1144.4,1146.5,1116.2,1142.15,6519392,0.006920567751036,1.234356424943263
2024-02-09 05:30:00,1145.95,1145.95,1116.25,1120.25,4203171,-0.0191743641378103,1.2106884253755552
2024-02-12 05:30:00,1122.9,1129.0,1111.3,1118.7,3887976,-0.0013836197277392,1.2090132929860602
2024-02-13 05:30:00,1111.0,1125.0,1103.8,1117.85,3211554,-0.0007598104943239,1.2080946719982721
2024-02-14 05:30:00,1110.0,1121.15,1104.7,1115.85,4653070,-0.0017891488124525,1.2059332108505363
2024-02-15 05:30:00,1122.3,1131.45,1109.4,1120.7,5056712,0.0043464623381279,1.2111747541337958
2024-02-16 05:30:00,1124.0,1127.05,1116.85,1120.0,3091952,-0.0006246096189881,1.2104182427320882
2024-02-19 05:30:00,1121.05,1145.0,1118.35,1142.2,4711035,0.0198214285714286,1.2344104614719564
2024-02-20 05:30:00,1145.0,1151.6,1135.0,1143.95,5397418,0.0015321309753109,1.2363017399762255
2024-02-21 05:30:00,1155.0,1159.15,1132.6,1139.9,4570259,-0.0035403645264215,1.2319247811520606
2024-02-22 05:30:00,1137.6,1138.75,1097.65,1135.55,8642368,-0.003816124221423,1.227223603155735
2024-02-23 05:30:00,1127.0,1131.85,1115.3,1125.75,6709844,-0.0086301792083131,1.2166324435318294
2024-02-26 05:30:00,1118.1,1125.9,1104.35,1110.05,3186134,-0.0139462580501887,1.199664973522103
2024-02-27 05:30:00,1113.0,1131.0,1101.3,1127.5,7149094,0.0157200126120444,1.2185237220360985
2024-02-28 05:30:00,1133.4,1152.65,1123.5,1128.75,5302711,0.0011086474501109,1.2198746352534335
2024-02-29 05:30:00,1118.85,1137.95,1099.0,1123.35,13818650,-0.0047840531561462,1.2140386901545468
2024-03-01 05:30:00,1128.0,1140.75,1117.4,1128.7,5927490,0.0047625406151246,1.2198205987247406
2024-03-02 05:30:00,1128.7,1135.0,1123.55,1131.1,133654,0.0021263400372109,1.2224143521020236
2024-03-04 05:30:00,1132.0,1149.25,1132.0,1133.5,5855090,0.002121828308726,1.2250081054793067
2024-03-05 05:30:00,1133.05,1179.75,1133.05,1168.9,5375008,0.0312307013674459,1.2632659677942317
2024-03-06 05:30:00,1173.95,1196.6,1157.35,1193.7,5464839,0.0212165283599965,1.2900680860261566
2024-03-07 05:30:00,1209.85,1213.6,1189.45,1199.7,8903981,0.005026388539834,1.2965524694693642
